CONTEXTID,CONTEXTNAME,CONTEXTPARENTCONTEXTID,PATIENTID,ENTERPRISEID,FIRSTNAME,LASTNAME,MIDDLEINITIAL,NAMESUFFIX,SEX,DOB,ADDRESS,ADDRESS2,CITY,STATE,ZIP,PATIENTEMPLOYERID,PATIENTHOMEPHONE,WORKPHONE,MOBILEPHONE,CONTACTPREFERENCE,EMAIL,DONOTCALLYN,ETHNICITY,CDCETHNICITYCODE,RACE,CDCRACECODE,LANGUAGE,ISO6392CODE,MARITALSTATUS,DECEASEDDATE,PATIENTSTATUS,HOLDSTATEMENTREASON,NEWPATIENTID,REGISTRATIONDATE,PRIMARYPROVIDERID,PREFERREDLABID,SELFPAYRESTRICTIONYN,OCCUPATION,REFERRALSOURCE,REFERRALSOURCEOTHER,GUARANTORFIRSTNAME,GUARANTORLASTNAME,GUARANTORMIDDLEINITIAL,GUARANTORNAMESUFFIX,GUARANTORDOB,GUARANTORSSN,GUARANTORRELATIONSHIP,GUARANTORADDRESS,GUARANTORADDRESS2,GUARANTORCITY,GUARANTORSTATE,GUARANTORZIP,GUARANTOREMPLOYERID,GUARDIANFIRSTNAME,GUARDIANLASTNAME,GUARDIANMIDDLEINITIAL,GUARDIANNAMESUFFIX,EMERGENCYCONTACTNAME,EMERGENCYCONTACTRELATIONSHIP,EMERGENCYCONTACTPHONE,PATIENTSSN,REGISTRATIONDEPARTMENTID,CURRENTDEPARTMENTID,PROVIDERGROUPID,UNCONFIRMEDFAMILYSIZE,UNCONFINCOMEPERPAYPERIOD,UNCONFIRMEDPAYPERIOD,UNCONFIRMEDYEARLYINCOME,UNCONFIRMEDPOVERTYLEVEL,UNCONFIRMEDFAMILYSZEDECLYN,UNCONFIRMEDINCOMEDECLINEDYN,GUARANTORPHONE,AGRICULTURALWORKER,AGRICULTURALWORKERTYPES,HOMELESSSTATUS,HOMELESSSTATUSTYPES,SCHOOLBASEDHEALTHCENTERPNT,VETERANSTATUS,TESTPATIENTYN,PRIVACYNOTICEGIVENFLAG,PRIVACYNOTICEGIVENDATE,PRIVACYNOTICEGIVENDEPTID,PRIVACYNOTICEGIVENBY,PRIVNOTICENOTGIVENREASON,PRIVNOTICENOTGIVENNOTE,PATIENTSIGONFILEFLAG,PATIENTSIGEFFECTIVEDATE,PATIENTSIGEXPIRATIONDATE,INSUREDSIGONFILEFLAG,INSUREDSIGEFFECTIVEDATE,INSUREDSIGEXPIRATIONDATE,CONSENTTOCALLFLAG,CONSENTTOCALLEFFDATE,GENDERIDENTITY,SEXUALORIENTATION,CONSENTTOTEXTYN,PUBLICHOUSING,DEFAULTPRESCRIPTIONPROVID,LASTUPDATED,FAMILYID,SMSOPTINDATE,DEFAULTIMAGINGPROVIDERID,GUARANTOREMAIL,TRANSLATEDHOMEPHONEINDEX,TRANSLATEDWORKPHONEINDEX,TRANSLATEDMOBILEPHONEINDEX,DELETEDDATETIME,DELETEDBY,RESTRICTREPORTINGYN,Record_Created_Date,Record_Updated_Date
1001,HC_INSIGHT++,2001,7655,12413,Heidi,Ortiz,B,PhD,M,00:00.0,8200 Fuller Estate Apt. 473,Apt. 818,West Carmenhaven,WI,15640,1308862,646.436.8656x237,588-568-7274x2020,8819661257,Mail,campbelltiffany@example.net,Y,Caucasian,AA,Caucasian,AA,german,1,Married,1/13/1975,Inactive,,,12:35.0,1814,111,,Marketing Manager,INTERNET,n,Jeffery,Hobbs,C,DDS,00:00.0,,mother,1551 Stephanie Island,,,VI,,30389,,,,,Troy Hunter,father,571.811.6229,,2303,2509,1,6.0,3161.0,never,50478.0,,,Y,244.540.6983x588,,whether,,,,Y,,,00:00.0,,Tabitha Murphy,,Do lay guy necessary from.,,,,N,00:00.0,10/6/1988,,,,,,N,,00:00.0,,6/5/2000,,,10.0,4.0,5.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7656,12489,Katherine,Li,G,Jr.,F,00:00.0,3155 Hudson Light,Suite 874,Kristinberg,AZ,55172,85643,(450)627-7974,(355)826-7490x13676,657.594.3968x7317,Phone,dpatel@example.org,N,Hispanic,HP,Asian,CC,german,1,Married,,Active,,,12:35.0,1095,112,,Electrician,hospital staff,n,Stacey,,,DDS,00:00.0,94816961.0,mother,7744 Brown Ville,Apt. 536,,,,666302,Joe,Williams,,DDS,,Friend,,,2490,2382,1,,1686.0,,99190.0,,,,,N,station,N,Y,,N,,Y,00:00.0,139.0,,prepare,,,9/28/2000,,Y,00:00.0,7/2/1955,N,00:00.0,,,N,,,00:00.0,,10/21/1954,,,7.0,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7659,12490,Richard,Clark,i,MD,M,00:00.0,5571 Jonathon Ports,Apt. 235,Mitchellfurt,MP,81293,585525,001-836-551-4408x14968,(744)913-2284x84447,664-386-4904x20695,Email,qmccullough@example.org,N,Hispanic,Other,Asian,CC,german,1,Divorced,,Inactive,,,12:35.0,1462,134,N,Software Developer,Other,n,Shannon,Thomas,,,00:00.0,76401811.0,institute,90302 Jason Overpass,Suite 441,,,,589671,,,e,,Tommy Humphrey,Other,540-819-4658,41705418.0,2401,2417,1,,3406.0,note,,,,N,,N,,,,N,,,N,00:00.0,158.0,Erica Chang,,,,,1/4/2012,N,00:00.0,9/22/1957,,00:00.0,,,,Y,,00:00.0,,,,,8.0,1.0,2.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7662,12367,Louis,Butler,O,III,F,00:00.0,045 Whitney Trafficway Suite 635,Apt. 717,New Micheleton,VA,94895,1517979,730.333.2367,001-864-874-7206x18747,876-316-7801,Email,meghanthompson@example.org,Y,Other,CC,Asian,AA,Greek,1,Divorced,,Active,,,12:35.0,1453,106,N,Chef,hospital staff,n,,Santiago,,MD,00:00.0,82636812.0,mother,3733 Christopher Row Apt. 252,Apt. 937,Lake Tammyside,AZ,,566539,,Palmer,c,PhD,,institute,,,2484,2416,1,1.0,,,,,,N,,Y,daughter,,Y,,,Y,,,139.0,Benjamin Rodriguez,staff,Of usually institution visit house look.,,11/29/2008,12/4/1969,,00:00.0,6/1/2021,N,00:00.0,,,Y,Y,,00:00.0,,,,,9.0,,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7663,12425,Amber,Cabrera,u,II,F,00:00.0,30728 Vasquez Circle,Suite 645,Daughertyfurt,NH,16206,559476,(998)904-4682,915.659.0921,001-398-733-6261,Email,thernandez@example.com,N,Other,HP,Asian,Other,Greek,1,Divorced,3/28/1966,Inactive,,,12:35.0,1780,150,Y,Mechanical Engineer,advertisement,n,,,,,00:00.0,39871801.0,institute,7437 Ricardo Greens Suite 137,Suite 434,,,977.0,499384,,Gutierrez,L,II,,father,,45019135.0,2380,2421,1,,,idea,99955.0,,N,,5664656971,,wrong,Y,,N,,,N,,137.0,,,,Y,3/31/1975,4/4/1970,N,,1/3/2009,,00:00.0,,,,Y,,00:00.0,,,,,8.0,,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7664,12530,George,Nelson,n,Jr.,M,00:00.0,132 Nguyen Extensions,Suite 970,North Cassandra,DE,83620,601804,(662)608-5239,001-806-962-7088x28626,(953)636-3672,Email,monica57@example.net,N,Asian,HP,African American,HP,English,1,Married,,Inactive,,,12:35.0,1419,112,,Writer,Friend,n,,Valenzuela,,MD,00:00.0,77159041.0,institute,,Suite 459,,,,932264,Joanne,,,,Melissa Smith,institute,(269)319-2276,47356448.0,2491,2236,1,,1962.0,,,,,,715-814-7267,,,,,,,Y,N,,141.0,,,Will over she develop accept work.,Y,,1/15/1952,,00:00.0,1/30/1986,,00:00.0,,,,,,00:00.0,,7/27/2009,,bryanelizabeth@example.org,6.0,,6.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7666,12511,Jason,Carey,X,MD,F,00:00.0,094 Christopher Pike,Suite 284,Arthurborough,MD,37285,1216997,001-933-501-5310x880,(945)818-6014x33024,310-965-4111x180,Email,nhughes@example.com,N,Caucasian,Other,Asian,AS,Greek,1,Divorced,,Active,,,12:35.0,1543,121,,Nurse,Friend,n,,,D,,00:00.0,,Friend,,,Lawrenceberg,,,563795,,Marshall,,,,Other,,,2513,2522,1,1.0,,behavior,,,,,,Y,,N,,N,Y,Y,,00:00.0,,Misty Guzman,,Space fly federal than far collection.,Y,3/17/2004,,,,4/25/1973,,,,,,Y,,00:00.0,,11/19/1991,,kchase@example.com,,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7668,12469,Erika,Ingram,i,DDS,M,00:00.0,94981 Young Key Apt. 859,Suite 016,Patriciafort,HI,15985,1780899,732-263-9674x67570,337.647.7927x181,805.742.7147,Phone,kathymartinez@example.org,N,Caucasian,HP,Hispanic,CC,Hindi,1,Single,5/4/1994,Inactive,,,12:35.0,398,124,,Chef,Friend,n,Elizabeth,Gibbs,,Jr.,00:00.0,,Other,64014 Scott Oval,Suite 827,,PR,,183539,Brenda,Boyle,,,Ms. Lisa Mckay,mother,,82066088.0,2499,2433,1,6.0,1140.0,,69469.0,,Y,N,,,,,,,,Y,,00:00.0,,Brandon Bryan,,Since home billion star term.,Y,8/28/1965,4/4/2016,N,,7/28/2004,,00:00.0,,,,N,,00:00.0,,10/4/1953,,,,,6.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7669,12361,Brian,Kemp,p,II,M,00:00.0,1034 Joan Manor,Apt. 318,Jennifermouth,IN,38733,1756786,+1-938-603-0360x8460,793.986.8647x016,442-280-5123x908,Mail,jennifer22@example.org,N,Caucasian,AA,Caucasian,AA,german,1,Divorced,,Inactive,,,12:35.0,1511,106,N,Writer,advertisement,n,,,j,Jr.,00:00.0,,father,,Suite 805,,IA,,220817,Kristine,Martin,g,,Gary Hudson,mother,,,2352,2520,1,,,over,,,N,Y,,N,,,Y,N,,Y,,00:00.0,164.0,,,Add second better less.,,5/21/2001,,N,,10/20/2000,,,,,N,N,,00:00.0,,,,qclay@example.com,,3.0,6.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7672,12428,Jodi,Perez,M,DDS,M,00:00.0,4828 Cathy Village Suite 700,Suite 755,South Kylie,AK,1975,2261071,001-699-626-3127x580,-1917,9434519141,Email,oscarmiller@example.net,N,African American,HP,Hispanic,CC,Greek,1,Single,,Active,,,12:35.0,759,148,N,Electrician,Friend,n,John,,J,,00:00.0,,Friend,,,Stevenhaven,WV,,928762,Gloria,Casey,,,Lisa Owens,Other,(884)470-7187x40793,31402881.0,2464,2379,1,7.0,,ground,,,Y,,253-432-1345x72930,,writer,Y,Y,,,N,,00:00.0,,Joseph Johnson,,Green task success front couple.,N,8/17/2003,,Y,00:00.0,12/21/1962,N,00:00.0,,,Y,N,,00:00.0,,,,kristy37@example.net,7.0,5.0,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7674,12531,Barbara,Santos,B,PhD,F,00:00.0,807 Lauren Parkways,Suite 988,Laurenmouth,LA,1502,311394,339.290.5466,262.613.1734x62944,669.767.9534x26558,Phone,sanchezmary@example.org,N,African American,AA,Caucasian,Other,Hindi,1,Single,,Active,,,12:35.0,1693,123,,Data Scientist,INTERNET,n,,,,MD,00:00.0,75382358.0,father,73674 Johnson Mountains,Suite 770,Prattstad,FM,34175.0,458182,,,r,,Joseph Brown,father,843.326.5365x9260,,2253,2518,1,,,deal,,,,Y,,,want,N,,,,Y,N,,,Christine Alvarez,,,Y,,2/10/1973,,,6/15/2001,,00:00.0,,,,,,00:00.0,,,,,5.0,10.0,3.0,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7675,12348,Erin,Coffey,d,III,M,00:00.0,327 Clark Shores,Apt. 132,Caldwellland,RI,65586,763184,(678)231-4696x582,690-272-2971x24047,001-368-642-8746,Phone,theodore15@example.net,Y,Asian,HP,Other,CC,Hindi,1,Single,7/18/1997,Active,,,12:35.0,1733,134,,Electrician,hospital staff,n,,Sanchez,,,00:00.0,64451527.0,mother,,Apt. 905,Hannahchester,IN,,26071,,Bradley,,DDS,,father,001-510-684-1070x532,,2300,2496,1,,3915.0,,38268.0,,,Y,,Y,best,N,,,N,Y,Y,00:00.0,,Jonathan Roberts,red,,,,,Y,00:00.0,11/18/1974,,,,,,,,00:00.0,,,,,10.0,2.0,8.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7677,12391,Virginia,Roy,a,DDS,F,00:00.0,88593 Winters Station,Apt. 975,Albertborough,VI,40115,2170524,+1-962-980-3300x80534,+1-287-306-9070x48062,+1-821-427-5866x80554,Email,rodgerscynthia@example.net,N,Asian,AS,Hispanic,CC,English,1,Divorced,6/14/2008,Inactive,,,12:35.0,1512,111,Y,Writer,Friend,n,Amanda,,T,,00:00.0,,Other,87481 Richard Pines,,South Cody,ME,,581456,,Thompson,,,,Other,-10090,99964545.0,2478,2324,1,,,not,73144.0,,,,606.851.0542x22303,Y,customer,Y,,,,N,N,00:00.0,,,,Stuff must play fly author why free simple.,Y,10/30/1976,,N,00:00.0,4/2/2015,N,,,,,,,00:00.0,,5/28/2003,,,10.0,2.0,7.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7678,12491,Edward,Glenn,x,Jr.,M,00:00.0,424 Andrea Heights Apt. 593,Suite 479,North Scott,MA,31441,1109927,001-355-226-6278x1927,635-670-9476x12320,+1-987-401-2934x3919,Mail,victor19@example.net,N,Other,Other,Hispanic,Other,Hindi,1,Single,,Inactive,,,12:35.0,874,135,Y,Teacher,Other,n,,,L,PhD,00:00.0,,Other,883 Gilbert Loop,Apt. 591,,AR,,478358,Robert,,g,Jr.,Anthony Salazar,Friend,+1-402-391-0221x008,,2240,2501,1,1.0,,recent,,,Y,,001-439-967-2681,Y,crime,Y,Y,Y,N,,,00:00.0,145.0,,whatever,Letter tax better.,N,,,N,,9/16/2012,,,,,Y,,,00:00.0,,10/12/1970,,alane@example.net,4.0,,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7679,12349,John,Rogers,p,MD,M,00:00.0,70130 Cole Hollow,Suite 870,New Nicholasport,DC,86262,1889914,-7522,001-619-559-8152x134,819-396-4816x53013,Email,eric98@example.com,N,Caucasian,AS,African American,CC,French,1,Divorced,,Inactive,,,12:35.0,204,127,Y,Nurse,advertisement,n,,,,MD,00:00.0,16588401.0,Friend,0015 Jimenez Light Apt. 398,Suite 277,,,,556080,,,,MD,,institute,,,2446,2375,1,,,my,,,Y,N,569-643-2412,N,,,Y,,,,,00:00.0,,Hunter Francis,,Able group child.,N,,,Y,,10/26/1955,N,00:00.0,,,Y,,,00:00.0,,3/5/1987,,charles05@example.net,,,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7680,12455,Donna,Espinoza,B,PhD,M,00:00.0,135 Delgado Glens Apt. 977,Suite 065,South Alexander,KY,29911,617497,997-647-5559,-8836,765.936.3077x0591,Mail,petersonandrew@example.org,N,Other,Other,Hispanic,CC,English,1,Divorced,,Inactive,,,12:35.0,725,141,,Data Scientist,INTERNET,n,,Shepard,h,,00:00.0,,Other,,,,NJ,80223.0,182074,,,o,DDS,,Other,783.959.7108x522,43709922.0,2307,2321,1,8.0,4480.0,tough,91216.0,,N,Y,(422)701-5005,Y,,Y,Y,Y,,Y,,00:00.0,,Alexander Boyd,,,,,12/23/1985,,,1/16/2017,N,00:00.0,,,,,,00:00.0,,5/4/2017,,,6.0,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7681,12415,Jennifer,Shaw,d,MD,F,00:00.0,5297 Courtney Hills Apt. 074,Suite 164,Brownborough,OK,48743,1407677,366.449.4331,626.865.9795,785.337.2630x6654,Phone,brent65@example.net,Y,Asian,CC,Hispanic,HP,English,1,Divorced,11/29/2012,Active,,,12:35.0,995,127,Y,Mechanical Engineer,hospital staff,n,,,,,00:00.0,,Other,,,,UT,,766648,Wanda,,,,,Other,-3180,,2280,2305,1,,,management,91621.0,,,,216.434.2274x6456,,,,,,,N,Y,,148.0,Kimberly Harris,,,Y,5/11/2005,10/9/1999,Y,00:00.0,10/27/2017,N,00:00.0,,,N,,,00:00.0,,,,,,5.0,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7684,12351,Jessica,Stewart,z,DDS,M,00:00.0,743 Johnny Drive,Suite 066,Rebeccastad,WA,6046,1448202,711-492-9578,001-879-879-6631,(328)682-8078x5308,Email,angela92@example.net,N,Hispanic,Other,Hispanic,HP,german,1,Single,6/2/1978,Inactive,,,12:35.0,1500,133,N,Mechanical Engineer,Friend,n,Joshua,Chavez,E,,00:00.0,86381092.0,Other,3879 Terrance Club,Apt. 385,,CO,69651.0,188015,,Kim,,,,mother,(559)944-0269x3953,,2327,2326,1,1.0,,entire,79747.0,,N,N,,N,,N,Y,N,,,,,140.0,,,The week perhaps vote film others coach.,N,,9/28/1962,,00:00.0,8/9/1972,,00:00.0,,,,Y,,00:00.0,,3/2/1989,,,,8.0,4.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7685,12532,April,Alvarez,b,DVM,M,00:00.0,3899 Herman Shoals,Suite 476,North Cynthia,CO,67561,1239388,911-545-8215x4936,8736593406,+1-503-249-1385x9849,Mail,watsonrobyn@example.com,N,African American,CC,Other,HP,English,1,Married,7/16/1989,Inactive,,,12:35.0,1461,101,N,Software Developer,Other,n,,,h,DDS,00:00.0,,mother,1083 Jessica Curve,Apt. 149,West Alison,,21063.0,1091423,,,,PhD,Patricia Watson,Other,673.917.9488,,2521,2234,1,7.0,4998.0,movie,,,,N,,N,,Y,,,,,,00:00.0,136.0,Michael James,,,,,11/11/1951,,,5/17/2014,N,,,,N,N,,00:00.0,,,,yvonne75@example.net,7.0,8.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7686,12411,Michael,Austin,k,II,M,00:00.0,99097 Wheeler Heights,Suite 517,East Becky,WV,9508,1660564,(725)340-8653x2390,5657068443,+1-393-968-1294x219,Phone,michaeljohnson@example.com,Y,African American,CC,Asian,AA,French,1,Single,10/3/2008,Inactive,,,12:35.0,1675,104,,Software Developer,Other,n,,,o,MD,00:00.0,44032496.0,father,,,Thompsonland,,,384694,,,L,DVM,,father,687.416.7169x55104,,2234,2480,1,4.0,,,,,N,,921.855.8487x469,Y,,N,Y,,,,Y,00:00.0,142.0,,dinner,,N,10/21/2010,2/2/2005,,00:00.0,4/18/1965,,,,,N,,,00:00.0,,2/10/1976,,whitney90@example.org,,8.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7687,12359,Jordan,Bartlett,z,DDS,F,00:00.0,7947 Harris Parkway Suite 525,Suite 252,Marquezmouth,NV,51256,1327725,916-666-7412x76992,(695)610-3248x86244,634-640-5766x48072,Mail,markgarrison@example.org,Y,African American,CC,Other,Other,French,1,Divorced,,Inactive,,,12:35.0,722,137,Y,Writer,hospital staff,n,David,Rogers,,,00:00.0,,father,9139 Christopher Flat Apt. 509,,East Brian,AK,,817397,,Nguyen,,MD,,institute,001-957-987-9049,,2289,2383,1,3.0,,,45277.0,,Y,N,-1656,Y,beat,Y,,,,Y,,00:00.0,,,,Partner chair learn movie.,Y,,7/1/2004,Y,,8/19/2004,,,,,Y,N,,00:00.0,,,,philip07@example.net,,,1.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7688,12467,Paul,Alvarez,h,DVM,F,00:00.0,2192 Davenport Coves Suite 291,Apt. 549,New Robertside,HI,90164,1070506,(335)665-0385x3700,(975)303-8277,460-473-3631,Email,kurt61@example.com,Y,Asian,CC,Caucasian,Other,French,1,Married,,Inactive,,,12:35.0,1661,145,Y,Chef,INTERNET,n,Gregory,,s,PhD,00:00.0,83933165.0,Other,5612 Burke Expressway Apt. 224,,,FL,20753.0,328261,,Lyons,,DDS,,institute,,,2304,2327,1,3.0,2843.0,result,79958.0,,N,N,001-241-341-2128,,,,,,N,N,N,,,Alexandra Smith,,,,,4/25/1994,,00:00.0,11/12/1982,,00:00.0,,,N,,,00:00.0,,5/29/2011,,,10.0,,10.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7689,12412,Brandon,Acosta,f,II,M,00:00.0,073 Erin Garden,Suite 939,Joshuaville,WI,33166,1732654,(596)633-1745,597.908.1931,(567)929-6261,Phone,deborahdavis@example.org,Y,Hispanic,Other,Hispanic,Other,English,1,Divorced,2/5/2020,Active,,,12:35.0,1064,118,N,Nurse,Other,n,,,X,PhD,00:00.0,,mother,,,,PR,96350.0,705125,Janice,Sexton,C,MD,Gina Thompson,Other,795-788-7311,,2463,2522,1,,2925.0,together,,,,,541.780.7606,N,then,,Y,,Y,Y,,,,David Gordon,throw,Exist month statement shake.,,1/4/2019,8/23/1962,N,00:00.0,3/11/2000,,,,,,N,,00:00.0,,,,,,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7690,12371,Yolanda,Robbins,X,II,F,00:00.0,00365 Holloway Junction Apt. 117,Apt. 484,Rickyton,IN,91311,691142,347.940.6796x4335,393.260.1201x6748,(514)371-7439x4271,Mail,rcosta@example.com,N,Hispanic,Other,Hispanic,AS,French,1,Single,,Active,,,12:35.0,1182,140,N,Software Developer,Other,n,Jared,,h,,00:00.0,66307452.0,mother,229 Weeks Rue,,,,,1149457,,Riddle,Q,,Jennifer Jackson,mother,001-903-635-2216,,2375,2262,1,,1330.0,,63215.0,,,,,,better,Y,Y,,,,N,,,,,Along show recently available together party.,,,8/17/2016,,00:00.0,8/14/1986,,,,,Y,,,00:00.0,,9/18/1990,,hamptonregina@example.com,,,8.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7694,12466,Brittney,Johnson,X,MD,M,00:00.0,7515 Amber Way,Suite 153,Robertville,HI,69030,109870,892-329-4735x423,9844782642,-1848,Email,garymorris@example.net,Y,African American,HP,Hispanic,CC,English,1,Divorced,10/28/1999,Active,,,12:35.0,940,129,N,Software Developer,hospital staff,n,,Summers,,,00:00.0,,mother,,Suite 690,Port Matthewbury,FL,,384596,Timothy,Morgan,,,,Other,,,2449,2388,1,2.0,,movie,,,,Y,,,recently,,,N,,,,,,Shannon Kim,provide,Wish send recognize leader sell.,,,12/4/2002,N,00:00.0,12/22/1984,N,,,,,N,,00:00.0,,7/27/1995,,,1.0,10.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7695,12443,Elizabeth,Clark,A,MD,M,00:00.0,332 Brown Estates Suite 283,Apt. 437,Hortonland,CO,10374,116142,654.365.9560x321,470.635.8471,(448)876-7750x53029,Phone,richardwilliams@example.com,N,Hispanic,HP,Asian,AS,german,1,Married,,Inactive,,,12:35.0,703,109,Y,Data Scientist,advertisement,n,,Cunningham,,,00:00.0,60075237.0,Friend,33398 John Spur Apt. 272,,,PR,,1001707,,,c,,,father,,,2375,2424,1,7.0,2541.0,,96491.0,,Y,,001-803-371-4993,,girl,,,,N,,Y,,166.0,,back,Care four go already finish least east.,Y,,10/25/1981,,00:00.0,3/1/1977,N,,,,,,,00:00.0,,,,,2.0,3.0,9.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7697,12408,Brandy,Kirby,t,DDS,M,00:00.0,4820 Hanna Cape Suite 554,Apt. 667,Port Kentton,WA,75650,1475745,211-551-5514,3906234782,695-635-3089,Mail,klee@example.net,Y,Asian,AA,Other,HP,Greek,1,Married,11/24/1990,Active,,,12:35.0,1975,149,N,Software Developer,advertisement,n,Anthony,,,,00:00.0,24631408.0,institute,95756 Holland Plaza Suite 768,,,OH,,371249,Eddie,Powers,,,Jennifer Mcgee,Other,(485)920-4716x98535,87302635.0,2514,2354,1,10.0,,the,,,N,N,,Y,,Y,Y,,,,Y,00:00.0,163.0,Eric Fernandez,moment,Senior stay actually certain leave.,Y,9/4/1994,8/15/1971,,00:00.0,1/19/2007,N,,,,,,,00:00.0,,,,,9.0,,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7698,12380,Joseph,Moore,j,II,M,00:00.0,51544 Chad Skyway Suite 124,Apt. 484,Kathrynbury,VI,56711,2239117,+1-601-952-8844x8060,(911)736-0308x63091,+1-596-570-0137x690,Mail,simmonsbrandi@example.com,Y,Caucasian,CC,Asian,AS,Greek,1,Single,,Active,,,12:35.0,928,111,,Software Developer,Friend,n,Aaron,Dudley,Z,Jr.,00:00.0,,father,02016 Yates Stravenue Apt. 497,,North Anthony,,67347.0,167098,Kari,,C,DDS,,father,,51612900.0,2427,2380,1,3.0,,should,71786.0,,,,-6196,,happy,N,,N,,,,,,,,Choose nation Mrs sign just bill great party.,N,5/12/1963,,,,8/8/2005,N,,,,,,,00:00.0,,,,denise30@example.com,10.0,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7700,12497,Mark,Henry,G,III,F,00:00.0,7537 Matthew Mills,Apt. 992,South Allen,AZ,65413,1913472,965.615.2997x534,7625267769,672.344.8366x6659,Mail,brownalexander@example.net,N,Hispanic,Other,Hispanic,AS,Hindi,1,Married,,Active,,,12:35.0,352,126,,Graphic Designer,Friend,n,,,,Jr.,00:00.0,,Friend,2476 Misty Walk Apt. 496,Apt. 381,Johnfurt,,79374.0,584849,Rachel,,,DVM,Matthew Campbell,institute,715.274.4351,77043547.0,2441,2390,1,2.0,2505.0,forget,,,N,Y,(849)968-1764x920,,your,Y,,,,,,,,Alyssa Robinson,,End book second team than.,Y,7/29/2000,,Y,,8/18/1970,Y,00:00.0,,,,N,,00:00.0,,,,melinda70@example.com,9.0,8.0,10.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7702,12394,Mikayla,Shea,W,Jr.,M,00:00.0,49915 Ryan Rapid Apt. 625,Apt. 920,South Teresaberg,NE,78272,1793137,001-221-335-2113x5606,887.557.7270x32161,(809)201-0344,Email,oconley@example.org,N,Other,Other,Caucasian,CC,Greek,1,Divorced,9/19/1969,Inactive,,,12:35.0,759,108,,Data Scientist,Other,n,,Obrien,A,,00:00.0,83131166.0,Friend,437 Michael Junction Suite 127,Apt. 745,Port Lisahaven,,76619.0,218235,Seth,White,G,PhD,Mrs. Ashley Cobb,institute,-7276,96580371.0,2414,2245,1,6.0,1597.0,road,87184.0,,Y,,,N,real,Y,,,N,,Y,00:00.0,133.0,Daniel Daniels,impact,,Y,,,Y,,2/1/1953,,,,,N,,,00:00.0,,8/30/1987,,,3.0,1.0,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,7703,12405,Edward,Mitchell,n,MD,M,00:00.0,958 Jones Junctions Suite 074,Suite 639,Donaldville,ND,59543,1489148,(970)564-0302x16215,+1-551-408-5777x55669,-10587,Mail,xlopez@example.org,N,Other,AS,Other,AS,French,1,Married,7/19/1974,Active,,,12:35.0,575,145,N,Graphic Designer,Friend,n,,Castillo,o,DVM,00:00.0,43137043.0,Friend,50226 Garcia Creek Suite 932,Apt. 976,,DE,52819.0,1132513,,Gordon,,,,Other,,62388794.0,2454,2409,1,4.0,2889.0,four,81831.0,,Y,Y,001-300-563-6411x32432,Y,,Y,Y,,N,,,,166.0,,do,,Y,,3/12/1952,,00:00.0,2/5/1969,,,,,,,,00:00.0,,,,kathycastillo@example.net,9.0,3.0,5.0,,,N,00:00.0,00:00.0
